Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2003-01-05,4.0055,4.0259,3.9718,3.9904
2003-01-12,3.9931,4.0288,3.9777,4.0177
2003-01-19,4.0201,4.103,3.9985,4.071
2003-01-26,4.0695,4.2436,4.057,4.1657
2003-02-02,4.1743,4.186,4.0779,4.1095
2003-02-09,4.103,4.1798,4.0885,4.1734
2003-02-16,4.1658,4.1787,4.1156,4.1644
2003-02-23,4.1478,4.2061,4.1321,4.1872
2003-03-02,4.1854,4.219,4.1679,4.2184
2003-03-09,4.2259,4.3481,4.2259,4.3207
2003-03-16,4.3239,4.4095,4.294,4.294
2003-03-23,4.3369,4.3865,4.2921,4.2941
2003-03-30,4.3207,4.3874,4.3146,4.38
2003-04-06,4.4004,4.4929,4.3477,4.3745
2003-04-13,4.3416,4.3545,4.2389,4.254
2003-04-20,4.2495,4.3047,4.2355,4.2503
2003-04-27,4.2597,4.3152,4.228,4.2994
2003-05-04,4.2926,4.3022,4.2317,4.2462
2003-05-11,4.2598,4.3465,4.2434,4.3167
2003-05-18,4.3401,4.3516,4.3015,4.3199
2003-05-25,4.3538,4.3823,4.3124,4.3313
2003-06-01,4.3429,4.4122,4.3306,4.3745
2003-06-08,4.3777,4.4868,4.3514,4.389
2003-06-15,4.3595,4.4951,4.3392,4.4418
2003-06-22,4.4476,4.474,4.3659,4.4153
2003-06-29,4.404,4.4946,4.4032,4.437
2003-07-06,4.4551,4.4905,4.4016,4.4476
2003-07-13,4.4386,4.4695,4.4204,4.4417
2003-07-20,4.4386,4.4958,4.4194,4.4672
2003-07-27,4.4578,4.4841,4.3932,4.4052
2003-08-03,4.3916,4.4263,4.3411,4.3912
2003-08-10,4.3988,4.3988,4.3479,4.3596
2003-08-17,4.3496,4.3942,4.3407,4.3645
2003-08-24,4.3632,4.3824,4.3348,4.356
2003-08-31,4.3578,4.3755,4.3237,4.3602
2003-09-07,4.3621,4.4667,4.3341,4.4283
2003-09-14,4.4447,4.4681,4.397,4.4444
2003-09-21,4.4543,4.5497,4.4294,4.4889
2003-09-28,4.5026,4.5522,4.456,4.5261
2003-10-05,4.5297,4.6531,4.5127,4.53
2003-10-12,4.4752,4.5792,4.4744,4.5431
2003-10-19,4.5246,4.6459,4.5026,4.5926
2003-10-26,4.606,4.7072,4.5765,4.6732
2003-11-02,4.6759,4.7137,4.6283,4.6771
2003-11-09,4.6863,4.6882,4.5735,4.6043
2003-11-16,4.6279,4.6293,4.5427,4.5606
2003-11-23,4.5729,4.681,4.5623,4.673
2003-11-30,4.6747,4.7141,4.6158,4.6758
2003-12-07,4.668,4.6894,4.6088,4.6468
2003-12-14,4.6511,4.6832,4.631,4.6588
2003-12-21,4.6541,4.6637,4.6286,4.6429
2003-12-28,4.6479,4.6785,4.6319,4.6681
2004-01-04,4.6625,4.7459,4.6552,4.6832
2004-01-11,4.6961,4.7119,4.646,4.6877
2004-01-18,4.6866,4.7673,4.6808,4.7003
2004-01-25,4.7159,4.7455,4.6736,4.6791
2004-02-01,4.6832,4.8111,4.6677,4.7989
2004-02-08,4.7871,4.8975,4.7591,4.8552
2004-02-15,4.8473,4.8857,4.812,4.8524
2004-02-22,4.8556,4.931,4.8454,4.8853
2004-02-29,4.9005,4.9093,4.8029,4.8888
2004-03-07,4.9137,4.9426,4.7984,4.8446
2004-03-14,4.8373,4.8385,4.7262,4.7301
2004-03-21,4.74,4.7597,4.6966,4.7065
2004-03-28,4.7003,4.7742,4.6844,4.741
2004-04-04,4.7304,4.7594,4.6994,4.7089
2004-04-11,4.7025,4.7495,4.699,4.7375
2004-04-18,4.7318,4.8266,4.7088,4.7976
2004-04-25,4.7847,4.799,4.732,4.7513
2004-05-02,4.7463,4.82,4.7461,4.8104
2004-05-09,4.8235,4.8291,4.7068,4.7556
2004-05-16,4.7609,4.789,4.7381,4.7574
2004-05-23,4.772,4.7939,4.6631,4.6711
2004-05-30,4.659,4.6769,4.6238,4.638
2004-06-06,4.6411,4.6718,4.627,4.6488
2004-06-13,4.6612,4.6624,4.5767,4.5816
2004-06-20,4.5756,4.5925,4.5471,4.5839
2004-06-27,4.581,4.5967,4.5475,4.5587
2004-07-04,4.5548,4.559,4.4905,4.5173
2004-07-11,4.5204,4.5379,4.5024,4.5154
2004-07-18,4.5105,4.5229,4.4033,4.4244
2004-07-25,4.4206,4.481,4.409,4.4452
2004-08-01,4.4443,4.4505,4.3685,4.375
2004-08-08,4.3917,4.439,4.3735,4.3831
2004-08-15,4.3914,4.4604,4.3678,4.4438
2004-08-22,4.4489,4.4881,4.4042,4.4602
2004-08-29,4.4605,4.5025,4.3874,4.4485
2004-09-05,4.4463,4.4687,4.4043,4.4077
2004-09-12,4.4142,4.4158,4.3665,4.3931
2004-09-19,4.3947,4.3982,4.3211,4.3302
2004-09-26,4.3283,4.3637,4.2983,4.3444
2004-10-03,4.3406,4.3898,4.324,4.3387
2004-10-10,4.3205,4.3441,4.3008,4.3314
2004-10-17,4.3303,4.3311,4.2807,4.3092
2004-10-24,4.3039,4.3105,4.2688,4.2786
2004-10-31,4.2946,4.3775,4.2917,4.3138
2004-11-07,4.3231,4.3255,4.2582,4.2748
2004-11-14,4.2762,4.3049,4.247,4.2771
2004-11-21,4.2682,4.2741,4.2252,4.231
2004-11-28,4.2289,4.2337,4.1915,4.2167
2004-12-05,4.2175,4.2207,4.1526,4.1721
2004-12-12,4.1642,4.2348,4.1615,4.2127
2004-12-19,4.2047,4.2143,4.1362,4.1461
2004-12-26,4.1386,4.145,4.0543,4.0685
2005-01-02,4.0697,4.0939,4.0427,4.0736
2005-01-09,4.0635,4.1394,4.0615,4.0867
2005-01-16,4.087,4.0967,4.0502,4.0763
2005-01-23,4.0688,4.1248,4.0545,4.0695
2005-01-30,4.0732,4.0786,4.041,4.045
2005-02-06,4.0506,4.0825,3.9598,3.9733
2005-02-13,3.9619,4.0385,3.9512,4.0049
2005-02-20,4.0044,4.0243,3.9647,3.9859
2005-02-27,3.9858,3.9885,3.9015,3.9099
2005-03-06,3.9123,3.9491,3.8691,3.906
2005-03-13,3.8924,3.9852,3.8687,3.9517
2005-03-20,3.9542,4.1417,3.9506,4.0386
2005-03-27,4.0361,4.1464,4.0342,4.1251
2005-04-03,4.1193,4.1945,4.0557,4.0946
2005-04-10,4.0981,4.1337,4.0895,4.1039
2005-04-17,4.0962,4.1541,4.0604,4.1369
2005-04-24,4.1522,4.2194,4.1421,4.1815
2005-05-01,4.1819,4.3008,4.1766,4.2759
2005-05-08,4.2753,4.2905,4.1017,4.1125
2005-05-15,4.1163,4.1996,4.1059,4.1846
2005-05-22,4.1809,4.2215,4.1373,4.1818
2005-05-29,4.1977,4.2086,4.1393,4.1436
2005-06-05,4.145,4.1698,4.0954,4.1014
2005-06-12,4.1069,4.1118,4.012,4.0193
2005-06-19,4.0162,4.0791,4.0079,4.0742
2005-06-26,4.0708,4.0937,3.9976,4.0196
2005-07-03,4.0182,4.072,4.0072,4.0146
2005-07-10,4.0093,4.1437,4.0055,4.0704
2005-07-17,4.0764,4.1665,4.0734,4.1278
2005-07-24,4.1277,4.147,4.0942,4.1136
2005-07-31,4.1142,4.1266,4.0561,4.0624
2005-08-07,4.0656,4.0853,4.0438,4.0658
2005-08-14,4.057,4.0666,4.0161,4.0362
2005-08-21,4.047,4.0765,4.0004,4.0386
2005-08-28,4.0343,4.0668,3.9994,4.0546
2005-09-04,4.0557,4.0693,3.952,3.9581
2005-09-11,3.9545,3.9635,3.8946,3.9301
2005-09-18,3.9281,3.9459,3.871,3.8834
2005-09-25,3.8746,3.9231,3.8681,3.875
2005-10-02,3.9241,3.9412,3.8835,3.9131
2005-10-09,3.9112,3.9479,3.9004,3.9056
2005-10-16,3.8992,3.9409,3.852,3.9205
2005-10-23,3.9212,3.9272,3.8745,3.8936
2005-10-30,3.9189,4.0147,3.8925,3.992
2005-11-06,3.9896,4.0043,3.9511,3.9987
2005-11-13,4.002,4.0437,3.9765,4.0295
2005-11-20,4.0191,4.0281,3.956,3.9763
2005-11-27,3.9788,3.9904,3.9014,3.9192
2005-12-04,3.905,3.9311,3.8619,3.8664
2005-12-11,3.8672,3.8809,3.8238,3.863
2005-12-18,3.8608,3.8757,3.8062,3.8677
2005-12-25,3.861,3.8718,3.8225,3.8343
2006-01-01,3.8233,3.8631,3.8196,3.839
2006-01-08,3.8381,3.8674,3.7883,3.8017
2006-01-15,3.7844,3.8186,3.7539,3.8078
2006-01-22,3.8075,3.8637,3.7959,3.8369
2006-01-29,3.8416,3.8529,3.799,3.8183
2006-02-05,3.8225,3.8408,3.8002,3.824
2006-02-12,3.8275,3.8332,3.773,3.7811
2006-02-19,3.7839,3.8244,3.7476,3.7592
2006-02-26,3.7605,3.8171,3.7514,3.7791
2006-03-05,3.7724,3.8129,3.7594,3.8059
2006-03-12,3.8197,3.9102,3.8111,3.8935
2006-03-19,3.8898,3.9468,3.8224,3.858
2006-03-26,3.8859,3.9244,3.8721,3.8909
2006-04-02,3.892,3.9738,3.8791,3.9186
2006-04-09,3.9223,3.9964,3.9014,3.9713
2006-04-16,3.9679,3.9756,3.914,3.929
2006-04-23,3.9311,3.9338,3.8692,3.8775
2006-04-30,3.871,3.8948,3.8524,3.8742
2006-05-07,3.8662,3.8684,3.8069,3.8207
2006-05-14,3.8202,3.897,3.812,3.8917
2006-05-21,3.9144,3.9798,3.868,3.9477
2006-05-28,3.9524,3.9863,3.9165,3.9241
2006-06-04,3.9033,3.954,3.8999,3.9439
2006-06-11,3.9375,3.9744,3.9345,3.9654
2006-06-18,3.9717,4.0667,3.9632,4.0551
2006-06-25,4.0547,4.1318,4.0344,4.0964
2006-07-02,4.0864,4.113,4.0404,4.0764
2006-07-09,4.0679,4.0685,3.9917,4.0197
2006-07-16,4.0813,4.085,4.0177,4.0303
2006-07-23,4.0299,4.0479,3.935,3.9495
2006-07-30,3.967,3.9721,3.9008,3.9454
2006-08-06,3.9351,3.9445,3.8807,3.8829
2006-08-13,3.8734,3.8855,3.8499,3.8624
2006-08-20,3.86,3.9156,3.858,3.9127
2006-08-27,3.91,3.944,3.8842,3.94
2006-09-03,3.9393,3.9754,3.9264,3.964
2006-09-10,3.9625,3.9905,3.9504,3.9809
2006-09-17,3.9862,3.9906,3.9307,3.9417
2006-09-24,3.9451,3.9914,3.9241,3.9673
2006-10-01,3.971,3.9896,3.9521,3.9711
2006-10-08,3.9735,3.9761,3.9013,3.9152
2006-10-15,3.917,3.9223,3.8715,3.878
2006-10-22,3.8752,3.9106,3.855,3.8695
2006-10-29,3.8673,3.8947,3.8546,3.874
2006-11-05,3.8794,3.8953,3.8349,3.8444
2006-11-12,3.8409,3.8427,3.8124,3.8265
2006-11-19,3.8272,3.8389,3.7854,3.8124
2006-11-26,3.808,3.8372,3.787,3.8369
2006-12-03,3.8382,3.8444,3.7917,3.809
2006-12-10,3.8042,3.8339,3.7989,3.8304
2006-12-17,3.8189,3.8202,3.7731,3.7852
2006-12-24,3.7825,3.8249,3.7803,3.821
2006-12-31,3.8192,3.8445,3.8177,3.8297
2007-01-07,3.8227,3.9069,3.8184,3.8848
2007-01-14,3.8784,3.9097,3.8519,3.875
2007-01-21,3.8646,3.8975,3.8391,3.848
2007-01-28,3.8489,3.9421,3.8354,3.9182
2007-02-04,3.9131,3.94,3.8854,3.9049
2007-02-11,3.8959,3.9021,3.855,3.8924
2007-02-18,3.8961,3.9236,3.8871,3.8991
2007-02-25,3.8939,3.9004,3.8718,3.88
2007-03-04,3.8806,3.9269,3.8764,3.8987
2007-03-11,3.9231,3.9256,3.8613,3.8755
2007-03-18,3.8644,3.9115,3.8622,3.8949
2007-03-25,3.8639,3.8779,3.8619,3.8673
2007-04-01,3.869,3.8889,3.854,3.8601
2007-04-08,3.8603,3.8637,3.832,3.833
2007-04-15,3.8382,3.8447,3.8211,3.8236
2007-04-22,3.8288,3.8296,3.7814,3.7831
2007-04-29,3.7858,3.7925,3.7654,3.7686
2007-05-06,3.785,3.7904,3.735,3.7398
2007-05-13,3.745,3.7866,3.7381,3.7558
2007-05-20,3.7598,3.7992,3.7561,3.7853
2007-05-27,3.7809,3.8189,3.7664,3.8078
2007-06-03,3.7963,3.8359,3.7959,3.7987
2007-06-10,3.7959,3.8618,3.7905,3.8305
2007-06-17,3.8326,3.8458,3.7905,3.796
2007-06-24,3.7949,3.8077,3.7725,3.7771
2007-07-01,3.7855,3.807,3.7534,3.7628
2007-07-08,3.7641,3.7784,3.7468,3.7561
2007-07-15,3.7554,3.7808,3.7398,3.7548
2007-07-22,3.7527,3.768,3.7434,3.7624
2007-07-29,3.7618,3.8272,3.7554,3.8011
2007-08-05,3.7986,3.8136,3.7748,3.7891
2007-08-12,3.791,3.7947,3.7606,3.7718
2007-08-19,3.7661,3.8512,3.7634,3.8274
2007-08-26,3.8234,3.8547,3.8202,3.832
2007-09-02,3.8243,3.8479,3.8118,3.8259
2007-09-09,3.8214,3.8277,3.8031,3.8164
2007-09-16,3.8145,3.8172,3.7685,3.7748
2007-09-23,3.7722,3.7892,3.7562,3.7568
2007-09-30,3.748,3.7813,3.7469,3.7705
2007-10-07,3.7657,3.7759,3.7544,3.7571
2007-10-14,3.7594,3.7598,3.7189,3.7199
2007-10-21,3.716,3.7242,3.6707,3.6903
2007-10-28,3.6843,3.6977,3.6114,3.617
2007-11-04,3.6072,3.6538,3.6042,3.6445
2007-11-11,3.6465,3.6551,3.6112,3.6402
2007-11-18,3.6436,3.6809,3.6287,3.6756
2007-11-25,3.6536,3.6974,3.6536,3.6823
2007-12-02,3.68,3.6952,3.6052,3.6119
2007-12-09,3.6099,3.6209,3.5725,3.5747
2007-12-16,3.5798,3.6194,3.5603,3.6097
2007-12-23,3.6112,3.6261,3.6057,3.6168
2007-12-30,3.6029,3.6156,3.5956,3.5994
2008-01-06,3.593,3.615,3.5864,3.6016
2008-01-13,3.6027,3.6159,3.5766,3.5793
2008-01-20,3.5799,3.6293,3.5676,3.6249
2008-01-27,3.6328,3.673,3.6046,3.6165
2008-02-03,3.6206,3.63,3.586,3.5904
2008-02-10,3.5756,3.6289,3.5555,3.6119
2008-02-17,3.6176,3.6277,3.5726,3.5738
2008-02-24,3.5748,3.5902,3.5623,3.5678
2008-03-02,3.563,3.5657,3.5111,3.5125
2008-03-09,3.5319,3.5879,3.514,3.5584
2008-03-16,3.5701,3.572,3.5225,3.5342
2008-03-23,3.5485,3.5615,3.5221,3.5401
2008-03-30,3.5294,3.5359,3.5159,3.5175
2008-04-06,3.5182,3.5289,3.4654,3.4711
2008-04-13,3.4679,3.4714,3.413,3.4314
2008-04-20,3.4351,3.4385,3.3987,3.431
2008-04-27,3.4211,3.438,3.4036,3.4341
2008-05-04,3.4335,3.4621,3.4302,3.4526
2008-05-11,3.4393,3.445,3.388,3.3896
2008-05-18,3.3927,3.4025,3.376,3.3781
2008-05-25,3.3764,3.4141,3.3757,3.4059
2008-06-01,3.4066,3.4072,3.3675,3.37
2008-06-08,3.3768,3.4031,3.3618,3.3999
2008-06-15,3.4018,3.4035,3.367,3.3893
2008-06-22,3.389,3.3905,3.3615,3.3657
2008-06-29,3.3525,3.3728,3.3497,3.3516
2008-07-06,3.3565,3.3616,3.3091,3.3114
2008-07-13,3.3124,3.318,3.2537,3.2551
2008-07-20,3.2579,3.2637,3.2058,3.2111
2008-07-27,3.2141,3.2693,3.2012,3.2038
2008-08-03,3.2031,3.2299,3.2009,3.2073
2008-08-10,3.209,3.2815,3.2039,3.2675
2008-08-17,3.2732,3.3238,3.256,3.323
2008-08-24,3.3282,3.3449,3.2886,3.302
2008-08-31,3.3056,3.3626,3.2965,3.3307
2008-09-07,3.3312,3.4614,3.3306,3.459
2008-09-14,3.4168,3.4898,3.3237,3.3299
2008-09-21,3.357,3.422,3.2764,3.2844
2008-09-28,3.2785,3.37,3.2674,3.3592
2008-10-05,3.3599,3.4537,3.3549,3.3893
2008-10-12,3.4274,3.6392,3.4019,3.5612
2008-10-19,3.5338,3.6081,3.4196,3.5167
2008-10-26,3.544,3.9819,3.5143,3.7861
